,Approved_Flag_P1,Approved_Flag_P4,num_std_12mts,num_std,num_std_6mts,pct_PL_enq_L6m_of_ever,pct_PL_enq_L6m_of_L12m,pct_tl_open_L12M,AGE
29199,0,0,0,0,0,0.0,0.0,1.0,44
34260,1,0,8,51,2,0.0,0.0,0.0,35
22594,0,0,8,39,3,0.0,0.0,0.0,35
15178,0,0,11,23,5,0.0,0.0,0.0,23
2231,0,0,0,0,0,0.0,0.0,1.0,24
4466,0,0,0,0,0,0.0,0.0,0.667,32
48049,0,0,0,5,0,0.0,0.0,0.0,29
30757,0,1,0,0,0,0.917,1.0,1.0,21
37938,0,0,11,32,5,0.75,1.0,0.273,51
3703,0,0,0,0,0,0.0,0.0,0.5,29
47949,0,0,0,0,0,0.0,0.0,0.8,26
43982,0,0,0,0,0,1.0,1.0,0.5,30
15024,1,0,0,0,0,0.0,0.0,0.0,51
26895,1,0,16,23,6,0.0,0.0,0.5,32
21456,0,0,0,0,0,0.0,0.0,1.0,28
23919,0,0,0,0,0,0.5,0.667,0.154,34
1884,0,0,0,0,0,0.0,0.0,1.0,27
457,0,1,0,0,0,1.0,1.0,0.0,26
26314,0,0,3,3,3,0.0,0.0,0.5,31
28922,0,0,3,23,3,0.0,0.0,0.25,28
33157,0,0,20,44,8,0.0,0.0,0.333,43
588,0,0,1,1,1,0.667,0.667,1.0,24
15518,0,0,0,0,0,0.0,0.0,0.0,31
21315,0,0,0,0,0,0.0,0.0,0.333,41
24148,0,0,0,0,0,1.0,1.0,1.0,27
14711,0,0,0,0,0,0.0,0.0,0.0,44
6098,0,0,0,0,0,0.5,1.0,0.0,46
43739,0,0,0,0,0,0.0,0.0,0.143,27
1344,0,0,0,0,0,0.0,0.0,0.0,39
468,0,0,0,0,0,0.5,0.5,0.25,26
48377,1,0,8,37,2,0.0,0.0,0.136,38
31747,0,0,0,0,0,0.0,0.0,0.5,27
33283,0,0,0,0,0,1.0,1.0,0.4,41
44869,0,0,0,0,0,0.0,0.0,0.0,27
48004,0,0,2,14,0,0.0,0.0,0.0,30
38882,0,0,0,1,0,0.0,0.0,0.562,34
16570,0,0,0,0,0,0.0,0.0,0.188,29
6301,0,0,0,0,0,1.0,1.0,1.0,30
32484,1,0,11,11,10,0.0,0.0,0.286,48
18998,0,0,3,15,0,0.0,0.0,0.333,47
12353,0,0,18,54,7,0.0,0.0,0.0,26
16048,0,0,0,0,0,0.0,0.0,0.5,43
29273,0,0,0,0,0,0.0,0.0,0.5,28
3289,0,0,10,20,4,0.0,0.0,0.333,22
21532,0,0,0,17,0,0.0,0.0,0.0,30
36974,0,0,8,18,4,0.0,0.0,0.0,37
4401,0,0,0,0,0,1.0,1.0,0.615,29
24258,0,0,7,7,1,0.0,0.0,0.5,35
35470,0,0,0,0,0,0.0,0.0,0.25,34
36829,0,1,0,15,0,1.0,1.0,0.333,29
45606,0,1,0,0,0,0.0,0.0,1.0,38
17657,0,0,10,22,4,0.0,0.0,0.25,22
37936,0,0,0,0,0,0.5,0.5,0.667,46
34356,0,0,0,1,0,0.0,0.0,0.333,23
7091,1,0,12,31,5,0.0,0.0,0.0,47
2826,0,0,0,0,0,0.0,0.0,0.833,34
21726,0,0,2,3,0,0.0,0.0,0.667,38
8374,0,0,9,10,4,0.0,0.0,0.0,32
23716,0,0,0,0,0,1.0,1.0,0.667,49
25509,0,0,10,34,4,0.0,0.0,0.0,44
43533,0,0,32,61,13,0.0,0.0,0.5,41
32341,0,0,0,0,0,0.0,0.0,0.0,25
14398,0,0,0,0,0,0.0,0.0,0.0,52
41309,0,0,0,0,0,0.333,0.333,0.5,45
32143,0,0,11,34,5,0.0,0.0,0.0,30
20749,0,0,0,0,0,0.0,0.0,0.333,29
35768,0,0,3,33,0,0.0,0.0,0.0,45
2993,1,0,1,17,1,0.0,0.0,0.0,36
19388,0,0,9,12,3,0.0,0.0,0.5,24
37575,0,0,9,9,6,1.0,1.0,0.043,28
2088,1,0,19,75,5,0.25,0.5,0.318,47
31901,1,0,10,25,4,0.0,0.0,0.0,24
35598,0,0,0,5,0,0.0,0.0,0.0,38
16826,0,1,0,0,0,1.0,1.0,0.5,25
11210,0,0,0,0,0,0.0,0.0,0.0,24
15298,0,0,0,11,0,0.0,0.0,0.0,39
31652,0,0,0,0,0,0.0,0.0,0.25,32
33498,0,0,0,15,0,1.0,1.0,0.5,22
46596,0,0,0,0,0,0.0,0.0,0.0,32
40438,0,0,0,0,0,0.0,0.0,0.0,29
9113,0,0,0,0,0,0.0,0.0,1.0,22
28964,0,0,0,0,0,0.0,0.0,0.125,31
38430,0,0,0,0,0,0.0,0.0,0.667,45
13497,0,0,0,0,0,1.0,1.0,0.5,24
16261,0,0,0,0,0,0.0,0.0,1.0,29
11967,0,0,0,0,0,0.0,0.0,1.0,28
11607,0,0,0,0,0,0.0,0.0,0.0,24
50961,0,0,0,0,0,0.0,0.0,0.6,36
9051,0,1,0,0,0,1.0,1.0,1.0,41
40053,0,0,0,0,0,0.0,0.0,0.0,28
3547,0,0,13,17,7,1.0,1.0,0.308,35
14748,0,0,0,0,0,0.0,0.0,1.0,26
18729,0,0,0,0,0,0.0,0.0,0.0,29
21982,0,0,0,0,0,0.0,0.0,1.0,26
30891,0,0,0,0,0,0.0,0.0,0.5,24
22859,0,0,0,0,0,0.667,0.667,1.0,30
25807,0,0,0,33,0,0.0,0.0,0.4,33
42950,0,0,11,35,5,1.0,1.0,0.5,23
18714,1,0,0,0,0,0.0,0.0,0.0,47
27335,0,0,0,0,0,0.0,0.0,0.8,45
14802,0,0,0,0,0,0.25,0.667,0.471,33
13247,0,0,0,0,0,0.0,0.0,1.0,43
40220,0,1,0,0,0,1.0,1.0,1.0,22
48537,0,0,0,0,0,0.0,0.0,1.0,31
21187,0,1,0,0,0,0.0,0.0,0.857,25
37173,0,0,0,0,0,0.0,0.0,0.0,47
50104,0,1,0,0,0,0.0,0.0,0.6,41
16031,0,0,0,0,0,0.0,0.0,0.0,28
50495,1,0,0,0,0,0.0,0.0,0.0,41
13538,0,1,0,0,0,1.0,1.0,0.0,38
23407,0,1,4,4,4,0.0,0.0,1.0,23
20185,0,0,0,0,0,0.0,0.0,0.083,35
24743,0,0,0,0,0,0.0,0.0,1.0,30
17805,0,0,0,0,0,0.0,0.0,0.667,32
14998,0,0,0,0,0,0.0,0.0,0.3,34
4010,0,0,0,0,0,0.0,0.0,0.167,33
38730,0,0,0,0,0,0.0,0.0,0.0,27
7496,1,0,12,54,5,0.0,0.0,0.125,44
16028,0,0,0,0,0,0.0,0.0,0.0,31
26259,0,0,2,2,2,0.0,0.0,1.0,23
10339,0,0,0,0,0,0.0,0.0,0.9,23
38543,0,0,0,0,0,1.0,1.0,0.364,37
1992,0,0,0,0,0,0.0,0.0,0.0,42
19621,0,0,0,0,0,0.0,0.0,0.5,26
9097,0,0,0,0,0,0.0,0.0,0.0,38
20868,0,0,0,0,0,0.0,0.0,0.0,49
29396,0,0,0,0,0,0.0,0.0,0.0,35
22294,0,0,7,22,4,0.0,0.0,0.333,41
42551,1,0,11,50,6,0.0,0.0,0.444,43
20458,0,0,10,25,4,0.0,0.0,0.0,27
19529,0,1,0,0,0,0.833,1.0,0.2,31
5579,0,0,21,99,9,0.0,0.0,0.067,32
50920,0,0,11,20,5,0.0,0.0,0.0,28
28536,1,0,4,4,4,0.0,0.0,0.143,35
8891,0,0,0,6,0,0.222,1.0,0.0,56
15680,0,0,0,0,0,0.0,0.0,0.0,23
8249,0,0,0,0,0,0.0,0.0,0.0,58
23041,0,0,9,10,3,0.0,0.0,1.0,22
47122,0,0,0,0,0,0.167,0.5,1.0,24
34655,0,0,25,26,11,0.0,0.0,0.75,25
1423,0,0,10,12,4,0.0,0.0,0.0,29
436,0,0,0,0,0,0.0,0.0,1.0,37
26888,0,0,0,0,0,0.0,0.0,0.333,40
28791,0,0,0,0,0,1.0,1.0,1.0,46
21110,1,0,10,12,4,0.0,0.0,0.0,44
28504,0,0,0,0,0,0.0,0.0,1.0,21
50802,0,1,0,0,0,1.0,1.0,1.0,34
30068,0,0,0,0,0,0.0,0.0,0.0,32
49970,1,0,28,34,16,0.0,0.0,0.5,22
24580,0,0,0,0,0,0.0,0.0,1.0,23
7238,0,0,0,26,0,0.0,0.0,0.0,26
31519,0,0,10,12,4,0.333,1.0,0.4,29
20489,0,0,0,0,0,0.0,0.0,0.0,22
42212,1,0,0,0,0,0.0,0.0,0.0,38
32057,0,0,0,0,0,0.0,0.0,0.0,43
44319,1,0,0,0,0,0.0,0.0,0.2,43
17714,0,0,0,0,0,0.0,0.0,0.667,41
10069,0,0,0,0,0,0.0,0.0,0.5,24
11960,0,0,5,15,5,0.0,0.0,0.333,43
5642,0,0,0,0,0,0.0,0.0,0.0,29
42299,0,0,0,0,0,0.0,0.0,0.0,41
2743,0,0,0,0,0,1.0,1.0,1.0,33
7247,0,0,0,0,0,0.0,0.0,0.0,28
35562,0,0,0,0,0,0.0,0.0,0.0,41
39009,0,0,0,0,0,0.0,0.0,0.0,26
23558,0,0,0,0,0,0.1,0.5,0.381,29
50314,0,0,0,0,0,0.0,0.0,0.0,27
33847,0,0,0,0,0,0.0,0.0,0.167,27
32603,0,0,14,31,6,0.0,0.0,0.0,37
17688,0,0,2,13,0,0.0,0.0,0.385,38
44044,0,0,0,0,0,0.571,0.571,0.25,36
1565,0,0,0,0,0,0.0,0.0,0.0,46
13709,0,1,8,25,4,0.5,0.5,0.5,54
19908,0,0,22,77,10,0.5,0.5,0.182,21
27706,0,0,0,0,0,0.0,0.0,0.0,26
25434,0,0,0,0,0,0.0,0.0,1.0,32
46072,0,0,9,9,4,0.0,0.0,0.333,22
31734,0,0,10,13,4,0.0,0.0,0.0,22
30465,1,0,10,55,4,0.0,0.0,0.0,52
3772,0,0,0,0,0,0.0,0.0,1.0,42
5853,0,0,0,0,0,0.0,0.0,1.0,41
25054,0,0,0,0,0,0.0,0.0,1.0,23
44703,0,0,0,0,0,0.0,0.0,0.0,36
48663,0,0,0,0,0,0.0,0.0,1.0,26
28827,0,0,4,4,4,0.0,0.0,1.0,21
50352,0,1,0,0,0,1.0,1.0,1.0,28
13139,1,0,0,37,0,0.0,0.0,0.0,29
47149,0,0,0,0,0,1.0,1.0,1.0,25
7725,0,1,0,0,0,0.125,0.125,1.0,30
33309,0,0,0,5,0,0.0,0.0,0.833,29
6144,0,0,0,0,0,0.0,0.0,0.0,42
16368,0,0,9,33,3,1.0,1.0,0.143,38
46147,0,0,0,0,0,0.0,0.0,0.0,24
17951,0,0,0,13,0,0.0,0.0,0.0,47
49592,0,1,0,0,0,0.0,0.0,1.0,21
16831,0,0,0,0,0,0.0,0.0,0.0,27
31063,0,0,0,2,0,0.0,0.0,0.0,43
31386,0,0,0,0,0,0.0,0.0,0.5,43
15532,0,0,0,27,0,0.0,0.0,0.0,40
10755,0,1,1,1,1,1.0,1.0,1.0,22
20999,0,0,0,0,0,0.0,0.0,0.0,34
48881,0,1,1,1,1,0.333,1.0,0.333,28
44979,0,0,0,0,0,0.0,0.0,0.0,21
44143,0,0,0,16,0,0.0,0.0,0.0,26
24433,1,0,28,57,10,0.0,0.0,0.0,36
5129,0,0,0,0,0,0.0,0.0,0.0,51
27311,0,0,6,24,3,0.375,1.0,0.0,46
46814,0,0,0,0,0,0.0,0.0,1.0,30
42170,0,0,0,0,0,0.0,0.0,1.0,35
39086,0,0,0,0,0,0.0,0.0,0.0,47
25569,0,0,0,0,0,1.0,1.0,0.667,23
3242,0,0,0,0,0,0.0,0.0,1.0,30
44275,0,0,0,0,0,0.0,0.0,1.0,39
31313,0,0,3,20,0,0.0,0.0,0.571,34
51203,1,0,48,110,20,0.0,0.0,0.318,32
45067,0,0,11,38,5,1.0,1.0,0.2,30
5144,0,0,16,20,9,0.0,0.0,0.8,25
10189,0,1,0,0,0,0.0,0.0,0.0,23
38631,0,0,0,0,0,0.0,0.0,0.6,30
16201,0,0,0,0,0,0.0,0.0,0.0,32
979,0,0,1,1,0,0.0,0.0,0.4,37
23647,0,1,0,0,0,0.0,0.0,0.0,36
36817,0,0,21,44,8,0.0,0.0,0.25,35
27026,0,0,0,0,0,0.0,0.0,0.0,26
47802,0,0,0,3,0,0.0,0.0,0.0,32
33797,0,0,0,0,0,0.0,0.0,1.0,50
6282,0,0,0,0,0,0.0,0.0,0.0,42
23543,0,0,6,6,4,1.0,1.0,0.5,28
41923,0,0,0,0,0,0.0,0.0,0.667,49
45887,0,0,0,0,0,0.0,0.0,0.0,26
51030,0,0,0,0,0,0.0,0.0,0.667,44
5672,1,0,23,60,13,0.0,0.0,0.4,47
23245,0,0,0,0,0,0.0,0.0,1.0,44
45870,0,1,0,0,0,0.7,1.0,1.0,27
12923,0,0,19,60,6,1.0,1.0,0.375,39
7586,0,0,0,0,0,0.5,0.5,1.0,26
33863,0,0,0,0,0,1.0,1.0,0.75,30
30142,0,0,9,10,4,0.0,0.0,0.125,32
20200,0,0,0,0,0,0.0,0.0,0.0,34
29846,0,0,0,0,0,0.0,0.0,0.5,35
29983,0,0,0,0,0,0.0,0.0,0.6,30
48725,0,0,0,0,0,1.0,1.0,1.0,27
29936,0,0,4,27,4,0.0,0.0,0.0,24
48669,0,0,0,0,0,0.0,0.0,0.0,37
12789,0,0,0,0,0,0.0,0.0,1.0,46
13933,0,0,0,0,0,0.0,0.0,0.5,30
15603,0,0,0,0,0,0.0,0.0,0.0,30
33185,0,0,0,0,0,0.0,0.0,0.429,61
45075,0,0,1,14,0,0.0,0.0,0.0,38
44815,0,0,14,32,4,0.0,0.0,0.091,36
3074,0,0,0,0,0,1.0,1.0,0.0,48
1078,0,1,0,0,0,1.0,1.0,1.0,40
26506,1,0,20,79,12,0.0,0.0,0.182,38
22390,0,0,6,6,5,0.0,0.0,1.0,33
20984,0,0,0,1,0,1.0,1.0,0.6,40
5665,0,0,11,11,5,0.0,0.0,1.0,43
2989,0,0,0,0,0,0.0,0.0,1.0,37
47501,0,0,0,0,0,0.0,0.0,0.333,23
18124,0,0,0,0,0,0.0,0.0,1.0,31
13153,0,0,0,0,0,0.0,0.0,0.4,28
46774,0,1,3,3,1,0.556,0.667,1.0,26
11153,0,0,0,0,0,0.0,0.0,0.667,27
2814,0,0,0,0,0,0.0,0.0,0.75,46
7516,0,0,0,0,0,0.0,0.0,0.5,40
28727,0,0,5,5,5,0.0,0.0,0.5,31
45944,0,0,7,7,4,1.0,1.0,1.0,29
961,0,0,1,1,1,0.0,0.0,1.0,39
11821,0,0,0,0,0,0.0,0.0,0.0,23
1791,1,0,0,0,0,0.0,0.0,0.0,49
43023,0,0,0,0,0,0.0,0.0,0.857,45
4393,0,0,0,0,0,0.5,0.667,0.25,24
36079,0,0,0,0,0,1.0,1.0,0.0,23
15614,0,0,0,0,0,0.0,0.0,0.091,25
25341,0,0,0,0,0,0.0,0.0,1.0,32
37351,0,0,0,0,0,0.0,0.0,0.0,36
5749,0,0,0,0,0,0.0,0.0,0.286,36
49593,1,0,14,44,10,0.0,0.0,0.3,25
42731,0,0,0,0,0,0.0,0.0,0.0,40
10855,0,0,0,0,0,0.0,0.0,0.0,39
12848,0,0,0,0,0,0.0,0.0,0.0,30
35930,0,0,11,51,5,0.0,0.0,0.0,47
27039,0,0,0,0,0,0.0,0.0,0.0,32
40165,0,0,0,0,0,0.0,0.0,0.0,49
28032,0,0,2,19,0,0.0,0.0,0.0,25
4262,1,0,10,51,4,0.0,0.0,0.0,28
48003,0,0,0,0,0,1.0,1.0,1.0,33
10003,0,0,0,0,0,0.0,0.0,0.0,33
1800,0,0,0,0,0,0.0,0.0,0.0,30
19527,0,1,2,2,2,1.0,1.0,1.0,22
23503,0,0,0,0,0,0.0,0.0,0.2,38
41217,0,0,0,0,0,0.0,0.0,0.0,35
33779,0,0,0,0,0,0.0,0.0,0.429,32
28232,0,0,0,0,0,0.0,0.0,1.0,22
34000,0,0,0,6,0,0.0,0.0,0.2,28
47486,0,0,0,0,0,0.0,0.0,1.0,40
20885,0,0,11,14,5,0.0,0.0,0.0,32
9233,0,0,0,0,0,0.0,0.0,1.0,39
14960,0,0,0,0,0,0.0,0.0,1.0,43
20026,0,0,0,0,0,0.0,0.0,0.0,47
14619,0,0,0,0,0,0.0,0.0,0.0,25
37403,0,0,0,0,0,0.0,0.0,1.0,21
27362,0,0,0,0,0,0.0,0.0,0.4,44
36407,0,0,11,27,5,0.0,0.0,0.0,26
14054,0,0,0,3,0,0.0,0.0,0.0,31
49776,0,0,0,0,0,1.0,1.0,1.0,24
45132,0,0,0,0,0,1.0,1.0,0.118,36
6942,0,0,1,1,1,0.0,0.0,0.0,35
35990,0,0,0,0,0,0.0,0.0,0.0,43
15838,0,0,0,0,0,0.5,1.0,1.0,23
14554,0,0,0,0,0,1.0,1.0,0.333,37
41361,0,0,0,0,0,0.0,0.0,0.0,41
35786,0,0,9,27,3,0.0,0.0,0.111,38
49003,0,0,24,76,11,1.0,1.0,0.091,41
23480,0,1,0,10,0,0.0,0.0,0.25,36
5325,0,0,0,0,0,0.0,0.0,1.0,27
34738,0,0,0,0,0,0.0,0.0,0.0,29
32133,0,0,6,6,5,0.0,0.0,0.667,37
18415,0,0,0,0,0,0.0,0.0,0.5,24
44677,0,0,0,0,0,0.0,0.0,0.0,53
14217,0,0,4,4,4,0.0,0.0,0.5,28
44200,0,1,0,0,0,0.0,0.0,0.0,37
39903,0,0,0,0,0,0.0,0.0,1.0,36
27776,0,0,2,3,1,0.0,0.0,0.556,48
17724,0,1,0,0,0,0.0,0.0,0.0,30
13519,0,0,5,6,3,0.0,0.0,0.333,24
30744,0,0,0,0,0,1.0,1.0,0.75,37
16311,0,0,0,11,0,0.0,0.0,0.455,28
5857,0,0,0,0,0,0.0,0.0,0.0,32
43811,0,0,0,0,0,0.0,0.0,0.167,25
22598,0,0,10,16,4,0.333,0.333,0.818,33
40422,1,0,0,0,0,0.0,0.0,0.0,32
19258,0,0,0,0,0,0.0,0.0,0.5,22
39031,0,0,2,2,2,1.0,1.0,0.5,36
14009,0,0,0,0,0,1.0,1.0,1.0,26
12737,1,0,9,17,5,0.0,0.0,0.0,33
46222,0,0,0,3,0,0.6,1.0,0.4,29
32278,0,0,0,0,0,0.0,0.0,0.5,30
19119,1,0,10,35,4,0.0,0.0,0.0,50
25408,0,0,0,0,0,0.0,0.0,1.0,33
42015,0,0,0,0,0,0.0,0.0,0.0,42
30287,0,0,0,0,0,1.0,1.0,0.5,43
27565,0,0,0,12,0,0.667,0.667,0.556,33
42793,1,0,8,30,2,1.0,1.0,0.4,42
26045,0,0,13,20,7,0.0,0.0,0.5,21
43315,0,0,0,11,0,0.0,0.0,0.0,30
10123,0,0,0,0,0,0.0,0.0,0.0,35
49318,0,0,0,0,0,0.0,0.0,1.0,31
29509,0,1,0,0,0,1.0,1.0,0.0,36
33867,0,0,0,2,0,0.0,0.0,0.429,35
7195,0,0,0,0,0,0.0,0.0,0.0,54
3579,0,0,1,1,0,1.0,1.0,0.5,26
23101,0,0,0,0,0,0.5,0.5,1.0,21
17224,0,0,0,0,0,0.0,0.0,0.167,54
13700,0,0,6,6,2,0.0,0.0,0.5,28
29965,0,0,0,0,0,0.0,0.0,0.0,28
8471,0,0,9,9,8,0.0,0.0,1.0,44
4204,0,0,9,9,4,0.0,0.0,1.0,29
6957,0,0,8,8,4,0.0,0.0,0.5,26
9163,0,0,7,27,2,0.0,0.0,0.333,36
43853,0,0,0,0,0,0.0,0.0,0.0,38
48138,0,1,0,0,0,1.0,1.0,1.0,32
36565,1,0,0,0,0,0.0,0.0,0.091,45
28367,0,0,0,2,0,0.0,0.0,0.2,50
33935,0,1,0,0,0,1.0,1.0,0.667,39
1,0,0,0,0,0,0.0,0.0,1.0,23
38835,0,0,0,0,0,0.286,1.0,1.0,22
29385,0,0,0,0,0,0.0,0.0,0.0,36
32597,0,0,0,0,0,0.0,0.0,1.0,28
7648,0,0,0,0,0,0.0,0.0,0.0,32
4217,0,0,7,7,2,0.0,0.0,1.0,31
41739,0,0,0,0,0,0.0,0.0,0.0,23
1185,0,0,11,38,5,0.5,1.0,0.167,31
51120,0,0,4,4,4,0.0,0.0,1.0,29
14095,0,0,0,0,0,0.0,0.0,0.5,42
44877,0,0,0,0,0,0.0,0.0,1.0,27
34336,0,0,0,0,0,0.0,0.0,1.0,21
5386,0,0,0,0,0,0.0,0.0,1.0,26
47231,0,0,0,0,0,0.0,0.0,0.2,37
10262,0,0,13,13,10,0.0,0.0,0.667,22
16659,0,0,0,0,0,0.0,0.0,1.0,29
31679,0,0,0,0,0,1.0,1.0,0.857,35
47849,0,0,0,0,0,0.0,0.0,0.0,39
15811,0,0,0,0,0,0.0,0.0,0.0,30
43944,0,0,10,10,5,1.0,1.0,0.8,33
3979,0,0,10,31,4,0.0,0.0,0.667,28
7090,0,0,0,9,0,0.0,0.0,0.0,33
38064,0,0,27,79,13,0.0,0.0,0.222,29
35189,0,0,0,0,0,0.0,0.0,0.143,24
14750,0,0,0,0,0,0.0,0.0,1.0,31
19548,0,0,8,8,3,0.0,0.0,0.5,46
43083,0,0,0,0,0,0.0,0.0,0.0,33
39024,1,0,10,10,4,0.0,0.0,0.667,40
16176,0,0,0,0,0,0.0,0.0,0.5,37
20109,0,1,0,0,0,0.476,0.526,1.0,25
41921,0,0,0,0,0,0.0,0.0,0.0,30
29247,0,0,0,0,0,1.0,1.0,1.0,28
28660,0,0,0,0,0,0.0,0.0,0.0,30
25902,0,0,5,13,0,1.0,1.0,0.333,35
25302,0,0,1,1,1,0.0,0.0,0.167,36
12340,0,0,0,0,0,0.0,0.0,1.0,21
19536,0,0,0,0,0,0.0,0.0,0.5,23
26218,0,0,36,90,15,0.0,0.0,0.25,35
7104,0,0,0,10,0,0.0,0.0,0.0,30
24936,0,0,0,0,0,0.0,0.0,1.0,33
43606,0,0,0,0,0,0.0,0.0,0.167,29
4056,0,0,0,0,0,0.0,0.0,0.0,39
28953,0,0,2,2,2,0.0,0.0,1.0,33
32987,0,0,0,22,0,0.5,1.0,0.0,29
7191,1,0,18,54,7,0.0,0.0,0.1,41
34193,0,0,0,0,0,0.0,0.0,1.0,22
938,0,0,0,0,0,0.0,0.0,1.0,22
19085,0,0,0,0,0,0.0,0.0,0.0,35
23263,0,1,0,12,0,0.0,0.0,0.0,43
35288,0,0,0,0,0,0.0,0.0,0.5,27
1072,0,0,0,2,0,0.6,0.6,0.667,33
44501,0,1,0,0,0,0.2,0.2,1.0,35
30470,0,0,12,21,6,0.0,0.0,0.667,36
40883,0,0,0,0,0,0.0,0.0,0.0,30
10896,0,0,0,0,0,0.0,0.0,0.0,36
25840,0,0,0,0,0,0.0,0.0,1.0,28
46602,0,0,0,0,0,0.0,0.0,1.0,24
16993,0,1,0,0,0,1.0,1.0,1.0,21
13505,0,0,0,0,0,0.0,0.0,0.333,39
29463,0,0,6,27,2,0.0,0.0,0.182,41
36239,0,0,10,10,9,1.0,1.0,1.0,23
15176,0,0,0,0,0,0.0,0.0,0.5,32
46462,0,1,0,0,0,1.0,1.0,0.8,27
15411,1,0,0,0,0,0.0,0.0,0.0,43
50118,0,0,0,25,0,0.0,0.0,0.462,25
42444,0,0,0,0,0,0.0,0.0,0.667,24
31303,0,0,0,0,0,0.0,0.0,0.0,37
12589,0,0,13,116,5,0.0,0.0,0.0,30
90,0,0,0,0,0,0.0,0.0,0.75,29
33955,0,0,4,4,1,0.0,0.0,1.0,21
24449,0,0,0,0,0,0.0,0.0,0.333,31
29860,0,0,0,0,0,1.0,1.0,1.0,28
38302,0,0,0,0,0,0.0,0.0,0.0,42
19538,0,0,2,2,2,0.0,0.0,1.0,41
43631,0,0,0,0,0,1.0,1.0,0.231,29
23034,0,0,0,0,0,1.0,1.0,1.0,25
48151,0,0,0,19,0,0.0,0.0,0.167,38
39759,0,0,0,0,0,0.0,0.0,1.0,22
498,0,0,0,0,0,0.0,0.0,0.0,29
23597,0,0,10,34,4,0.0,0.0,0.0,49
27789,1,0,0,5,0,0.0,0.0,0.4,37
13797,0,0,0,4,0,0.0,0.0,0.0,31
48631,0,0,17,53,7,0.0,0.0,0.316,44
17036,0,0,0,0,0,0.6,0.6,1.0,27
22001,0,0,0,0,0,0.5,1.0,0.0,34
29551,0,0,0,0,0,0.0,0.0,0.0,31
19557,0,0,0,0,0,0.0,0.0,0.667,23
38271,0,0,12,36,6,0.0,0.0,0.143,37
5145,0,0,0,0,0,0.0,0.0,1.0,45
37106,0,0,0,0,0,0.0,0.0,1.0,44
18370,0,0,0,0,0,1.0,1.0,0.5,29
37615,0,0,0,0,0,0.0,0.0,0.5,43
7487,0,0,0,0,0,0.5,0.5,0.333,28
34834,0,0,1,1,1,0.0,0.0,0.6,35
43140,0,0,0,0,0,0.0,0.0,1.0,42
29462,0,1,0,0,0,1.0,1.0,0.409,30
41636,0,0,0,0,0,0.0,0.0,0.5,26
14401,0,0,0,0,0,0.0,0.0,1.0,26
22645,0,0,0,1,0,0.0,0.0,0.0,48
6493,0,0,10,34,4,0.0,0.0,0.0,36
23327,0,0,0,0,0,0.0,0.0,0.5,38
24965,0,0,0,0,0,0.0,0.0,1.0,39
25713,0,0,0,0,0,0.0,0.0,1.0,24
32392,0,0,5,5,5,0.0,0.0,0.25,32
42304,1,0,0,0,0,0.0,0.0,0.5,30
18671,0,0,0,0,0,0.0,0.0,0.0,28
33213,0,0,0,0,0,0.0,0.0,0.0,28
4645,0,0,0,0,0,0.0,0.0,0.143,28
22850,0,0,0,0,0,0.0,0.0,0.0,32
34517,0,0,6,6,2,1.0,1.0,0.667,30
10859,0,0,0,0,0,1.0,1.0,0.0,28
32855,0,0,0,0,0,0.0,0.0,0.0,29
48115,0,0,0,2,0,0.0,0.0,0.0,31
5757,1,0,0,14,0,0.0,0.0,0.385,34
42546,0,0,0,0,0,0.0,0.0,0.0,47
19879,0,0,12,32,6,0.0,0.0,0.3,28
20965,0,1,0,0,0,0.0,0.0,0.043,52
6140,0,0,0,0,0,0.0,0.0,0.0,36
6912,0,1,0,0,0,0.647,0.733,1.0,28
11709,0,0,0,0,0,0.0,0.0,1.0,21
21154,0,0,0,0,0,0.0,0.0,0.111,25
32411,0,0,15,15,12,0.0,0.0,1.0,29
35302,1,0,33,59,15,0.0,0.0,0.0,38
36733,0,1,0,0,0,1.0,1.0,0.667,37
32380,0,0,0,0,0,0.0,0.0,0.0,43
10500,1,0,35,130,16,0.25,0.75,0.148,37
7361,0,0,11,16,5,0.0,0.0,0.0,33
18461,0,0,0,0,0,0.0,0.0,0.667,49
1457,0,1,0,0,0,0.0,0.0,0.0,26
5201,0,0,0,0,0,0.0,0.0,0.0,39
31377,0,0,0,0,0,0.0,0.0,0.0,25
49423,0,0,0,0,0,0.0,0.0,0.25,43
32056,0,0,0,8,0,0.0,0.0,0.444,33
49409,0,1,0,0,0,1.0,1.0,0.545,34
33483,0,0,0,0,0,0.0,0.0,0.0,21
50976,0,0,0,0,0,0.0,0.0,0.0,55
1796,1,0,11,36,5,0.0,0.0,0.0,38
25665,0,0,1,1,1,0.0,0.0,0.5,22
39217,0,0,0,0,0,0.0,0.0,1.0,26
3018,0,0,0,0,0,0.0,0.0,0.875,31
37087,0,1,10,20,4,1.0,1.0,0.889,26
46343,0,0,0,0,0,0.0,0.0,0.5,29
44108,1,0,0,1,0,0.0,0.0,0.372,48
45742,1,0,10,12,4,0.0,0.0,0.0,22
42234,0,0,0,0,0,0.0,0.0,1.0,29
18377,0,0,1,1,1,0.0,0.0,1.0,22
14940,0,0,0,8,0,0.0,0.0,0.0,26
48180,0,1,0,0,0,1.0,1.0,1.0,27
46009,0,0,0,2,0,0.0,0.0,0.308,30
6703,0,0,0,0,0,0.0,0.0,0.0,29
25782,0,0,0,0,0,0.0,0.0,1.0,39
